date,SE,NE,CE,NO,SO,NO2,NTE,NE2,SE2,SO2,SE3,SUR,NTE2,NE3
04/01/2022 13:00,0.42,0.55,0.64,0.59,0.53,,,0.45,0.29,0.47,0.5,0.52,0.38,0.67
04/01/2022 14:00,0.41,0.54,0.63,0.55,0.51,,,0.32,0.34,0.55,0.49,0.5,0,0.66
04/01/2022 15:00,0.35,0.47,0.55,0.48,0.45,,,0.42,0.27,0.48,0.44,0.43,0.35,0.58
04/01/2022 16:00,0.26,0.32,0.25,0.38,0.33,,,0.32,0.07,0.34,0.33,0.31,0.27,0.45
04/01/2022 17:00,0.14,0.04,0.06,0.22,0.17,,,0.18,0.03,0.17,0.2,0.17,0.16,0.27
04/01/2022 18:00,0.02,0.01,0.02,0.05,0.01,,,0.05,0.01,0.04,0.06,0.02,0.04,0.08
04/01/2022 19:00,0,0,0,0,0,,,0,0,0,0,0,0,0
04/01/2022 20:00,0,0,0,0,0,,,0,0,0,0,0,0,0
04/01/2022 21:00,0,0,0,0,0,,,0,0,0,0,0,0,0
04/01/2022 22:00,0,0,0,0,0,,,0,0,0,0,0,0,0
04/01/2022 23:00,0,0,0,0,0,,,0,0,0,0,0,0,0
05/01/2022 00:00,0,0,0,0,0,,,0,0,0,0,0,0,0
05/01/2022 01:00,0,0,0,0,0,,,0,0,0,0,0,0,0
05/01/2022 02:00,0,0,0,0,0,,,0,0,0,0,0,0,0
05/01/2022 03:00,0,0,0,0,0,,,0,0,0,0,0,0,0
05/01/2022 04:00,0,0,0,0,0,,,0,0,0,0,0,0,0
05/01/2022 05:00,0,0,0,0,0,,,0,0,0,0,0,0,0
05/01/2022 06:00,0,0,0,0,0,,,0,0,0,0,0,0,0
05/01/2022 07:00,0,0,0,0,0,,,0,0,0,0,0,0,0
05/01/2022 08:00,0.01,0.01,0.01,0.01,0,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01
05/01/2022 09:00,0.1,0.15,0.03,0.15,0.14,,,0.12,0.11,0.12,0.12,0.14,0.07,0.17
05/01/2022 10:00,0.25,0.31,0.12,0.32,0.3,,,0.27,0.22,0.33,0.27,0.31,0.17,0.36
05/01/2022 11:00,0.35,0.45,0.5,0.48,0.43,,,0.39,0.32,0.47,0.4,0.43,0.28,0.53
05/01/2022 12:00,0.42,0.55,0.63,0.57,0.53,,,0.48,0.36,0.57,0.49,0.51,0.36,0.65
05/01/2022 13:00,0.45,0.59,0.69,0.62,0.57,,,0.48,0.31,0.5,0.53,0.55,0.4,0.71
05/01/2022 14:00,0.43,0.57,0.68,0.55,0.55,,,0.32,0.35,0.58,0.51,0.52,0.41,0.69
05/01/2022 15:00,0.36,0.48,0.59,0.52,0.47,,,0.44,0.26,0.5,0.45,0.44,0.37,0.61
05/01/2022 16:00,0.27,0.33,0.26,0.4,0.35,,,0.33,0.07,0.36,0.34,0.33,0.28,0.47
05/01/2022 17:00,0.15,0.04,0.05,0.22,0.19,,,0.19,0.02,0.19,0.21,0.18,0.17,0.29
05/01/2022 18:00,0.02,0.01,0.02,0.05,0.01,,,0.05,0.01,0.05,0.06,0.02,0.05,0.09
05/01/2022 19:00,0,0,0,0,0,,,0,0,0,0,0,0,0
05/01/2022 20:00,0,0,0,0,0,,,0,0,0,0,0,0,0
05/01/2022 21:00,0,0,0,0,0,,,0,0,0,0,0,0,0
05/01/2022 22:00,0,0,0,0,0,,,0,0,0,0,0,0,0
05/01/2022 23:00,0,0,0,0,0,,,0,0,0,0,0,0,0
06/01/2022 00:00,0,0,0,0,0,,,0,0,0,0,0,0,0
06/01/2022 01:00,0,0,0,0,0,,,0,0,0,0,0,0,0
06/01/2022 02:00,0,0,0,0,0,,,0,0,0,0,0,0,0
06/01/2022 03:00,0,0,0,0,0,,,0,0,0,0,0,0,0
06/01/2022 04:00,0,0,0,0,0,,,0,0,0,0,0,0,0
06/01/2022 05:00,0,0,0,0,0,,,0,0,0,0,0,0,0
06/01/2022 06:00,0,0,0,0,0,,,0,0,0,0,0,0,0
06/01/2022 07:00,0,0,0,0,0,,,0,0,0,0,0,0,0
06/01/2022 08:00,0.01,0.01,0.01,0.01,0,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01
06/01/2022 09:00,0.09,0.13,0.03,0.14,0.13,,,0.12,0.1,0.11,0.12,0.13,0.06,0.16
06/01/2022 10:00,0.23,0.29,0.13,0.31,0.28,,,0.26,0.21,0.32,0.26,0.3,0.16,0.35
06/01/2022 11:00,0.34,0.44,0.49,0.46,0.43,,,0.38,0.31,0.47,0.39,0.42,0.27,0.51
06/01/2022 12:00,0.42,0.54,0.62,0.56,0.53,,,0.47,0.36,0.57,0.48,0.51,0.35,0.63
06/01/2022 13:00,0.44,0.57,0.68,,0.56,,,0.47,0.31,0.51,0.52,0.54,0.4,0.69
06/01/2022 14:00,0.43,0.56,0.65,0.59,0.53,,,0.32,0.35,0.58,0.51,0.52,0.4,0.69
06/01/2022 15:00,0.37,0.48,0.57,0.51,0.45,,,0.44,0.26,0.49,0.45,0.45,0.36,0.61
06/01/2022 16:00,0.27,0.32,0.26,0.39,0.34,,,0.33,0.06,0.36,0.34,0.33,0.27,0.47
06/01/2022 17:00,0.15,0.04,0.06,0.22,0.18,,,0.19,0.03,0.18,0.2,0.18,0.17,0.28
06/01/2022 18:00,0.02,0.01,0.02,0.05,0.02,,,0.05,0.01,0.05,0.05,0.02,0.04,0.08
06/01/2022 19:00,0,0,0,0,0,,,0,0,0,0,0,0,0
06/01/2022 20:00,0,0,0,0,0,,,0,0,0,0,0,0,0
06/01/2022 21:00,0,0,0,0,0,,,0,0,0,0,0,0,0
06/01/2022 22:00,0,0,0,0,0,,,0,0,0,0,0,0,0
06/01/2022 23:00,0,0,0,0,0,,,0,0,0,0,0,0,0
07/01/2022 00:00,0,0,0,0,0,,,0,0,0,0,0,0,0
07/01/2022 01:00,0,0,0,0,0,,,0,0,0,0,0,0,0
07/01/2022 02:00,0,0,0,0,0,,,0,0,0,0,0,0,0
07/01/2022 03:00,0,0,0,0,0,,,0,0,0,0,0,0,0
07/01/2022 04:00,0,0,0,0,0,,,0,0,0,0,0,0,0
07/01/2022 05:00,0,0,0,0,0,,,0,0,0,0,0,0,0
07/01/2022 06:00,0,0,0,0,0,,,0,0,0,0,0,0,0
07/01/2022 07:00,0,0,0,0,0,,,0,0,0,0,0,0,0
07/01/2022 08:00,0,0,0,0,0,,,0,0,0,0,0,0,0
07/01/2022 09:00,0.01,0.01,0.02,0.03,0.02,,,0.01,0.02,0.04,0.02,0.01,0.01,0.03
07/01/2022 10:00,0.03,0.04,0.05,0.08,0.08,,,0.05,0.05,0.08,0.07,0.03,0.05,0.08
07/01/2022 11:00,0.06,0.1,0.12,0.17,0.15,,,0.13,0.1,0.12,0.09,0.05,0.09,0.11
07/01/2022 12:00,0.07,0.14,0.25,0.4,0.34,,,0.12,0.1,0.34,0.11,0.13,0.18,0.15
07/01/2022 13:00,0.07,0.12,0.35,0.23,0.51,,,0.11,0.08,0.5,0.11,0.12,0.2,0.16
07/01/2022 14:00,0.09,0.12,0.22,0.18,0.5,,,0.1,0.07,0.52,0.07,0.13,0.15,0.12
07/01/2022 15:00,0.17,0.1,0.26,0.15,0.43,,,0.1,0.06,0.45,0.06,0.13,0.16,0.08
07/01/2022 16:00,0.22,0.07,0.27,0.11,0.3,,,0.07,0.05,0.32,0.06,0.15,0.09,0.06
07/01/2022 17:00,0.13,0.04,0.16,0.1,0.16,,,0.06,0.04,0.16,0.04,0.12,0.06,0.05
07/01/2022 18:00,0.03,0,0.03,0.03,0.02,,,0.01,0.01,0.03,0.02,0.03,0.01,0.01
07/01/2022 19:00,0,0,0,0,0,,,0,0,0,0,0,0,0
07/01/2022 20:00,0,0,0,0,0,,,0,0,0,0,0,0,0
07/01/2022 21:00,0,0,0,0,0,,,0,0,0,0,0,0,0
07/01/2022 22:00,0,0,0,0,0,,,0,0,0,0,0,0,0
07/01/2022 23:00,0,0,0,0,0,,,0,0,0,0,0,0,0
08/01/2022 00:00,0,0,0,0,0,,,0,0,0,0,0,0,0
08/01/2022 01:00,0,0,0,0,0,,,0,0,0,0,0,0,0
08/01/2022 02:00,0,0,0,0,0,,,0,0,0,0,0,0,0
08/01/2022 03:00,0,0,0,0,0,,,0,0,0,0,0,0,0
08/01/2022 04:00,0,0,0,0,0,,,0,0,0,0,0,0,0
08/01/2022 05:00,0,0,0,0,0,,,0,0,0,0,0,0,0
08/01/2022 06:00,0,0,0,0,0,,,0,0,0,0,0,0,0
08/01/2022 07:00,0,0,0,0,0,,,0,0,0,0,0,0,0
08/01/2022 08:00,0.01,0,0.01,0.01,0.01,,,0.01,0,0.01,0.01,0.01,0.01,0.01
08/01/2022 09:00,0.06,0.09,0.08,0.1,0.05,,,0.06,0.05,0.07,0.05,0.09,0.06,0.06
08/01/2022 10:00,0.18,0.28,0.21,0.24,0.17,,,0.25,0.11,0.26,0.16,0.27,0.14,0.15
08/01/2022 11:00,0.32,0.4,0.34,0.36,0.24,,,0.38,0.29,0.3,0.33,0.38,0.23,0.5
08/01/2022 12:00,0.39,0.5,0.55,0.54,0.46,,,0.42,0.34,0.48,0.46,0.47,0.32,0.6
08/01/2022 13:00,0.3,0.48,0.57,0.49,0.49,,,0.44,0.29,0.53,0.48,0.45,0.32,0.64
08/01/2022 14:00,0.28,0.33,0.37,0.36,0.35,,,0.29,0.3,0.29,0.47,0.37,0.28,0.54
08/01/2022 15:00,0.25,0.3,0.35,0.35,0.26,,,0.34,0.15,0.33,0.29,0.27,0.2,0.48
08/01/2022 16:00,0.11,0.14,0.17,0.23,0.17,,,0.16,0.08,0.18,0.16,0.13,0.12,0.26
08/01/2022 17:00,0.09,0.08,0.11,0.12,0.13,,,0.09,0.07,0.12,0.1,0.11,0.08,0.12
08/01/2022 18:00,0.03,0.03,0.05,0.07,0.04,,,0.04,0.03,0.05,0.06,0.04,0.04,0.05
08/01/2022 19:00,0,0,0,0,0,,,0,0,0,0,0,0,0
08/01/2022 20:00,0,0,0,0,0,,,0,0,0,0,0,0,0
08/01/2022 21:00,0,0,0,0,0,,,0,0,0,0,0,0,0
08/01/2022 22:00,0,0,0,0,0,,,0,0,0,0,0,0,0
08/01/2022 23:00,0,0,0,0,0,,,0,0,0,0,0,0,0
09/01/2022 00:00,0,0,0,0,0,,,0,0,0,0,0,0,0
09/01/2022 01:00,0,0,0,0,0,,,0,0,0,0,0,0,0
09/01/2022 02:00,0,0,0,0,0,,,0,0,0,0,0,0,0
09/01/2022 03:00,0,0,0,0,0,,,0,0,0,0,0,0,0
09/01/2022 04:00,0,0,0,0,0,,,0,0,0,0,0,0,0
09/01/2022 05:00,0,0,0,0,0,,,0,0,0,0,0,0,0
09/01/2022 06:00,0,0,0,0,0,,,0,0,0,0,0,0,0
09/01/2022 07:00,0,0,0,0,0,,,0,0,0,0,0,0,0
09/01/2022 08:00,0.01,0,0.01,0.01,0,,,0.01,0.01,0,0.01,0.01,0.01,0.01
09/01/2022 09:00,0.09,0.1,0.05,0.12,0.12,,,0.1,0.08,0.1,0.1,0.12,0.06,0.13
09/01/2022 10:00,0,0.26,0.15,0.28,0.28,,,0.23,0.19,0.31,0.24,0.27,0.15,0.31
09/01/2022 11:00,0.31,0.41,0.45,0.43,0.41,,,0.36,0.28,0.45,0.36,0.41,0.25,0.48
09/01/2022 12:00,0.38,0.5,0.56,0.54,0.5,,,0.44,0.35,0.54,0.45,0.49,0.33,0.59
09/01/2022 13:00,0.42,0.54,0.63,0.58,0.52,,,0.46,0.34,0.5,0.49,0.52,0.37,0.65
09/01/2022 14:00,0.4,0.5,0.61,0.56,0.51,,,0.29,0.3,0.54,0.49,0.5,0.37,0.66
09/01/2022 15:00,0.34,0.42,0.54,0.49,0.43,,,0.42,0.22,0.45,0.41,0.42,0.3,0.43
09/01/2022 16:00,0.27,0.31,0.22,0.12,0.3,,,0.29,0.11,0.29,0.3,0.3,0.26,0.43
09/01/2022 17:00,0.08,0.1,0.09,0,0.16,,,0.1,0.05,0.18,0.07,0.19,0.16,0.17
09/01/2022 18:00,0.02,0.02,0.03,0,0.02,,,0.05,0.02,0.04,0.02,0.03,0.03,0.04
09/01/2022 19:00,0,0,0,0,0,,,0,0,0,0,0,0,0
09/01/2022 20:00,0,0,0,0,0,,,0,0,0,0,0,0,0
09/01/2022 21:00,0,0,0,0,0,,,0,0,0,0,0,0,0
09/01/2022 22:00,0,0,0,0,0,,,0,0,0,0,0,0,0
09/01/2022 23:00,0,0,0,0,0,,,0,0,0,0,0,0,0
10/01/2022 00:00,0,0,0,0,0,,,0,0,0,0,0,0,0
10/01/2022 01:00,0,0,0,0,0,,,0,0,0,0,0,0,0
10/01/2022 02:00,0,0,0,0,0,,,0,0,0,0,0,0,0
10/01/2022 03:00,0,0,0,0,0,,,0,0,0,0,0,0,0
10/01/2022 04:00,0,0,0,0,0,,,0,0,0,0,0,0,0
10/01/2022 05:00,0,0,0,0,0,,,0,0,0,0,0,0,0
10/01/2022 06:00,0,0,0,0,0,,,0,0,0,0,0,0,0
10/01/2022 07:00,0,0,0,0,0,,,0,0,0,0,0,0,0
10/01/2022 08:00,0,0,0,0,0,,,0,0,0,0,0.01,0,0
10/01/2022 09:00,0.01,0.01,0.02,0,0.02,,,0.02,0.02,0.02,0.02,0.02,0.01,0.03
10/01/2022 10:00,0.03,0.04,0.06,0,0.06,,,0.04,0.03,0.06,0.03,0.05,0.03,0.05
10/01/2022 11:00,0.07,0.08,0.09,0.08,0.07,,,0.07,0.05,0.07,0.06,0.08,0.06,0.09
10/01/2022 12:00,0.07,0.09,0.11,0.12,0.1,,,0.1,0.07,0.1,0.11,0.08,0.07,0.12
10/01/2022 13:00,0.15,0.19,0.17,0.2,0.14,,,0.17,0.13,0.14,0.15,0.13,0.14,0.21
10/01/2022 14:00,,0.15,0.13,0.15,0.12,,,0.19,0.15,0.13,0.17,0.11,0.09,0.34
10/01/2022 15:00,0.06,0.09,0.07,0.1,0.07,,,0.12,0.09,0.07,0.13,0.08,0.05,0.23
10/01/2022 16:00,0.05,0.05,0.07,0.07,0.07,,,0.05,0.05,0.07,0.08,0.06,0.04,0.08
10/01/2022 17:00,0.03,0.03,0.05,0.05,0.03,,,0.04,0.03,0.03,0.03,0.04,0.03,0.05
10/01/2022 18:00,,0,0.01,0.02,0.01,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01
10/01/2022 19:00,0,0,0,0,0,,,0,0,0,0,0,0,0
10/01/2022 20:00,0,0,0,0,0,,,0,0,0,0,0,0,0
10/01/2022 21:00,0,0,0,0,0,,,0,0,0,0,0,0,0
10/01/2022 22:00,0,0,0,0,0,,,0,0,0,0,0,0,0
10/01/2022 23:00,0,0,0,0,0,,,0,0,0,0,0,0,0
11/01/2022 00:00,0,0,0,0,0,,,0,0,0,0,0,0,0
11/01/2022 01:00,0,0,0,0,0,,,0,0,0,0,0,0,0
11/01/2022 02:00,0,0,0,0,0,,,0,0,0,0,0,0,0
11/01/2022 03:00,0,0,0,0,0,,,0,0,0,0,0,0,0
11/01/2022 04:00,0,0,0,0,0,,,0,0,0,0,0,0,0
11/01/2022 05:00,0,0,0,0,0,,,0,0,0,0,0,0,0
11/01/2022 06:00,0,0,0,0,0,,,0,0,0,0,0,0,0
11/01/2022 07:00,0,0,0,0,0,,,0,0,0,0,0,0,0
11/01/2022 08:00,0,0,0,0,0,,,0,0,0,0.01,0.01,0,0
11/01/2022 09:00,0.02,0.02,0.03,0.03,0.04,,,0.03,0.02,0.04,0.03,0.03,0.02,0.04
11/01/2022 10:00,0.07,0.08,0.09,0.1,0.11,,,0.08,0.07,0.09,0.1,0.09,0.07,0.1
11/01/2022 11:00,0.11,0.13,0.15,0.16,0.15,,,0.14,0.11,0.17,0.15,0.12,0.1,0.18
11/01/2022 12:00,0.11,0.13,0.19,0.18,0.35,,,0.17,0.12,0.41,0.16,0.16,0.11,0.22
11/01/2022 13:00,0.17,0.19,0.37,0.3,0.56,,,0.2,0.17,0.54,0.25,0.26,0.18,0.31
11/01/2022 14:00,0.33,0.28,0.65,0.52,0.47,,,0.19,0.16,0.54,0.23,0.52,0.32,0.31
11/01/2022 15:00,0.31,0.42,0.47,0.41,0.41,,,0.19,0.14,0.43,0.16,0.41,0.28,0.24
11/01/2022 16:00,0.24,0.28,0.33,0.39,0.31,,,0.24,0.15,0.4,0.15,0.25,0.25,0.2
11/01/2022 17:00,0.16,0.13,0.17,0.27,0.21,,,0.16,0.09,0.24,0.15,0.23,0.18,0.19
11/01/2022 18:00,0.03,0.04,0.04,0.07,0.03,,,0.07,0.03,0.05,0.04,0.04,0.04,0.1
11/01/2022 19:00,0,0,0,0,0,,,0,0,0,0,0,0,0
11/01/2022 20:00,0,0,0,,0,,,0,0,0,0,0,0,0
11/01/2022 21:00,0,0,0,0,0,,,0,0,0,0,0,0,0
11/01/2022 22:00,0,0,0,0,0,,,0,0,0,0,0,0,0
11/01/2022 23:00,0,0,0,0,0,,,0,0,0,0,0,0,0
12/01/2022 00:00,0,0,0,0,,,,,0,0,0,0,0,0
12/01/2022 01:00,0,0,0,0,,,,,0,0,0,0,0,0
12/01/2022 02:00,0,0,0,0,,,,,0,0,0,0,0,0
12/01/2022 03:00,0,0,0,0,,,,,0,0,0,0,0,0
12/01/2022 04:00,0,0,0,0,,,,,0,0,0,0,0,0
12/01/2022 05:00,0,0,0,0,,,,,0,0,0,0,0,0
12/01/2022 06:00,0,0,0,0,,,,,0,0,0,0,0,0
12/01/2022 07:00,0,0,0,0,,,,,0,0,0,0,0,0
12/01/2022 08:00,0,0,0.01,0,,,,,0,0,0.01,0.01,0,0.01
12/01/2022 09:00,0.04,0.03,0.04,0.04,,,,,0.03,0.03,0.04,0.05,0.03,0.04
12/01/2022 10:00,0.16,0.17,0.17,0.13,0.12,,,0.17,0.11,0.16,0.13,0.15,0.11,0.15
12/01/2022 11:00,0.15,0.16,0.18,0.17,0.13,,,0.15,0.14,0.15,0.18,0.21,0.12,0.24
12/01/2022 12:00,0.16,0.17,0.17,0.19,0.15,,,0.18,0.18,0.15,0.27,0.21,0.12,0.25
12/01/2022 13:00,0.11,0.12,0.1,0.14,0.07,,,0.15,0.15,0.08,0.23,0.13,0.08,0.26
12/01/2022 14:00,0.17,0.2,0.18,0.25,0.14,,,0.25,0.17,0.16,0.2,0.18,0.15,0.43
12/01/2022 15:00,0.33,0.2,0.36,0.24,0.22,,,0.23,0.26,0.39,0.34,0.3,0.15,0.37
12/01/2022 16:00,0.13,0.12,0.16,0.17,0.12,,,0.13,0.14,0.13,0.19,0.19,0.1,0.16
12/01/2022 17:00,0.06,0.06,0.1,0.11,0.08,,,0.06,0.06,0.09,0.07,0.09,0.06,0.08
12/01/2022 18:00,0.03,0.03,0.04,0.05,0.04,,,0.04,0.03,0.05,0.03,0.04,0.04,0.05
12/01/2022 19:00,0,0,0,0,0,,,0,0,0,0,0,0,0
12/01/2022 20:00,0,0,0,0,0,,,0,0,0,0,0,0,0
12/01/2022 21:00,0,0,0,0,0,,,0,0,0,0,0,0,0
12/01/2022 22:00,0,0,0,,0,,,0,0,0,0,0,0,0
12/01/2022 23:00,0,0,0,0,0,,,0,0,0,0,0,0,0
13/01/2022 00:00,0,0,0,0,0,,,0,0,0,0,,0,0
13/01/2022 01:00,0,0,0,0,0,,,0,0,0,0,,0,0
13/01/2022 02:00,0,0,0,0,0,,,0,0,0,0,,0,0
13/01/2022 03:00,0,0,0,0,0,,,0,0,0,0,,0,0
13/01/2022 04:00,0,0,0,0,0,,,0,0,0,0,,0,0
13/01/2022 05:00,0,0,0,0,0,,,0,0,0,0,,0,0
13/01/2022 06:00,0,0,0,0,0,,,0,0,0,0,,0,0
13/01/2022 07:00,0,0,0,0,0,,,0,0,0,0,,0,0
