date,SE,NE,CE,NO,SO,NO2,NTE,NE2,SE2,SO2,SE3,SUR,NTE2,NE3
04/01/2022 15:00,5.4,4.717,5.352,9.158,6.063,5.304,5.417,5.404,4.521,5.146,5.171,4.239,7.161,4.704
04/01/2022 16:00,5.505,4.821,5.486,9.433,6.179,5.438,5.558,5.4,4.633,5.237,5.367,4.33,7.317,4.788
04/01/2022 17:00,5.591,4.925,5.595,9.713,6.292,5.679,5.646,5.246,4.721,5.346,5.046,4.417,7.422,4.917
04/01/2022 18:00,5.668,4.9,5.69,9.858,6.367,5.913,5.675,4.762,4.642,5.404,4.767,4.491,7.504,5.738
04/01/2022 19:00,5.759,4.925,5.645,9.858,6.471,6.021,5.679,4.371,4.758,5.467,4.804,4.53,7.509,6.563
04/01/2022 20:00,5.905,5.063,5.63,9.913,6.567,6.058,5.754,4.3,4.846,5.479,4.837,4.557,7.604,6.85
04/01/2022 21:00,5.967,5.142,5.757,10.013,6.654,6.071,5.796,4.425,4.938,5.625,4.862,4.583,7.743,7.067
04/01/2022 22:00,6.024,5.233,5.913,9.988,6.767,6.079,5.788,4.533,5.05,5.717,4.917,4.521,7.857,7.208
04/01/2022 23:00,6.086,5.329,5.975,9.988,6.871,6.067,5.854,4.554,5.138,5.804,4.954,4.542,7.961,7.342
05/01/2022 00:00,6.009,5.438,6.183,10.092,6.875,6.038,5.925,4.583,5.229,5.825,5.017,4.558,8.083,7.467
05/01/2022 01:00,5.97,5.546,6.321,10.183,6.879,6.025,5.979,4.433,5.321,5.808,5.075,4.571,8.23,7.613
05/01/2022 02:00,6.083,5.654,6.448,10.346,6.888,6.021,6.013,4.329,5.442,5.883,5.125,4.583,8.322,8.154
05/01/2022 03:00,6.178,5.729,6.813,10.533,6.946,6.025,6.013,4.338,5.617,6.079,5.146,4.596,8.461,8.429
05/01/2022 04:00,6.309,5.825,7.248,10.704,7.083,6.046,5.963,4.375,5.888,6.167,5.183,4.604,8.47,8.717
05/01/2022 05:00,6.417,5.879,7.343,10.771,7.225,6.079,5.958,4.417,6.029,6.158,5.221,4.604,8.413,8.904
05/01/2022 06:00,6.457,5.971,7.37,10.733,7.254,6.108,5.954,4.404,6.15,6.162,5.258,4.583,8.496,9.121
05/01/2022 07:00,6.304,6.067,7.413,10.55,7.112,6.133,5.95,4.329,6.192,6.162,5.283,4.525,8.526,9.321
05/01/2022 08:00,6.139,6.133,7.426,10.492,6.904,6.15,5.962,4.279,6.267,6.1,5.312,4.488,8.396,9.4
05/01/2022 09:00,6.004,6.117,7.261,10.383,6.679,6.162,5.962,4.271,6.308,5.896,5.333,4.421,8.33,9.458
05/01/2022 10:00,5.552,6.125,7.157,10.279,6.567,6.171,6.017,4.262,6.15,5.6,5.271,4.1,8.248,9.638
05/01/2022 11:00,5.33,6.142,7.074,10.225,6.525,5.987,6.033,4.229,6.121,5.375,5.229,3.792,8.196,9.992
05/01/2022 12:00,5.283,6.104,7.004,10.183,6.4,5.362,6.071,4.208,6.367,5.296,5.079,3.625,8.078,9.917
05/01/2022 13:00,5.374,6,7.435,10.1,6.304,5.125,5.921,4.192,6.483,5.212,5,3.679,7.761,9.85
05/01/2022 14:00,5.261,5.9,7.378,9.792,6.392,5.008,5.712,4.171,6.492,5.4,5.892,3.679,7.671,9.788
05/01/2022 15:00,5.191,5.85,7.248,9.221,6.425,4.846,5.504,4.15,6.975,5.421,7.417,3.658,7.475,9.729
05/01/2022 16:00,5.152,6.013,7.165,8.996,6.421,4.708,5.383,4.146,8.033,5.379,7.758,3.617,7.383,9.671
05/01/2022 17:00,5.326,6.758,7.283,9.142,6.429,4.487,5.971,4.25,8.55,5.292,7.842,3.667,7.779,9.579
05/01/2022 18:00,5.348,7.204,7.404,9.442,6.408,4.417,6.425,4.242,8.562,5.258,7.779,3.796,7.946,8.813
05/01/2022 19:00,5.304,7.229,7.448,9.613,6.446,4.554,6.754,4.221,8.537,5.304,7.679,3.821,7.967,8.038
05/01/2022 20:00,5.237,7.121,7.417,9.554,6.454,4.717,6.771,4.113,8.512,5.317,7.654,3.85,7.929,7.817
05/01/2022 21:00,5.25,7.079,7.357,9.512,6.446,4.879,6.771,3.991,8.483,5.208,7.638,3.883,7.85,7.7
05/01/2022 22:00,5.254,7.042,7.265,9.479,6.471,5.008,6.787,3.861,8.408,5.158,7.617,3.913,7.937,7.658
05/01/2022 23:00,5.254,6.992,7.17,9.467,6.5,5.092,6.812,3.752,8.362,5.121,7.625,3.946,8.75,7.638
06/01/2022 00:00,5.246,6.958,7.052,9.408,6.521,5.142,6.817,3.683,8.342,5.117,7.604,3.971,8.9,7.608
06/01/2022 01:00,5.187,6.954,7.026,9.354,6.55,5.163,6.854,3.652,8.308,5.129,7.588,3.988,8.933,7.542
06/01/2022 02:00,5.117,6.958,7.042,9.313,6.558,5.183,6.896,3.613,8.258,5.092,7.613,4,8.971,7.092
06/01/2022 03:00,5.054,6.971,6.829,9.254,6.471,5.196,6.954,3.557,8.146,4.887,7.638,4.013,8.975,6.913
06/01/2022 04:00,4.962,6.946,6.662,9.217,6.317,5.192,7.004,3.513,7.962,4.754,7.675,4.025,8.921,6.875
06/01/2022 05:00,4.896,6.963,6.592,9.238,6.133,5.179,7.037,3.496,8,4.796,7.779,4.025,8.975,7.058
06/01/2022 06:00,4.829,6.996,6.587,9.321,6.013,5.175,7.054,3.5,8.121,4.858,7.842,4.017,8.954,6.933
06/01/2022 07:00,4.837,6.95,6.658,9.575,5.904,5.171,7.079,3.522,8.183,4.883,7.875,4.013,9.021,6.983
06/01/2022 08:00,4.875,6.917,6.737,9.654,5.892,5.175,7.113,3.517,8.179,4.975,7.892,4.008,9.154,7.079
06/01/2022 09:00,4.925,6.946,6.8,9.725,5.896,5.154,7.125,3.5,8.229,5,7.925,4.017,9.233,7.083
06/01/2022 10:00,5,7.004,6.925,9.8,6,5.167,7.146,3.483,8.483,5.017,7.983,4.029,9.458,6.975
06/01/2022 11:00,5.171,7.054,7.075,9.842,6.008,5.146,7.175,3.465,8.679,5.104,8.071,4.133,9.512,6.55
06/01/2022 12:00,5.208,7.117,7.183,9.896,6.017,5.2,7.146,3.452,8.546,5.117,8.192,4.229,9.579,6.604
06/01/2022 13:00,5.337,7.221,6.642,10.035,6.067,5.163,7.258,3.439,8.454,5.171,8.254,4.733,9.675,6.821
06/01/2022 14:00,5.558,7.283,6.863,10.109,5.913,5.15,7.379,3.439,8.467,4.904,7.346,5.063,9.775,6.925
06/01/2022 15:00,5.687,7.321,7.163,10.217,5.954,5.179,7.483,3.439,8.046,5.029,5.767,5.183,9.817,7.008
06/01/2022 16:00,5.733,7.154,7.346,10.291,6.008,5.217,7.571,3.448,6.983,5.108,5.475,5.242,9.892,7.054
06/01/2022 17:00,5.579,6.408,7.25,9.957,6.017,5.3,6.983,3.465,6.525,5.183,5.363,5.204,9.533,7.071
06/01/2022 18:00,5.746,5.963,7.179,9.596,6.017,5.317,6.467,3.591,6.475,5.208,5.358,5.1,9.504,7.071
06/01/2022 19:00,5.883,5.908,7.283,9.509,5.946,5.163,6.083,3.9,6.475,5.154,5.392,5.171,9.629,7.075
06/01/2022 20:00,6.083,5.946,7.421,9.617,5.979,5.013,6.058,3.904,6.513,5.196,5.4,5.213,9.667,7.071
06/01/2022 21:00,6.742,5.958,7.462,9.774,6.021,4.875,6.063,3.933,6.517,5.262,5.404,5.271,9.779,7.025
06/01/2022 22:00,6.946,6.008,7.5,9.791,5.988,4.771,6.046,3.942,6.571,5.317,5.425,5.329,9.717,6.975
06/01/2022 23:00,7.038,6.029,7.538,9.787,5.938,4.7,6.046,3.946,6.604,5.371,5.413,5.363,8.921,6.925
07/01/2022 00:00,7.471,6.046,7.567,9.813,5.896,4.667,6.046,3.942,6.613,5.408,5.408,5.413,8.758,6.921
07/01/2022 01:00,7.888,6.017,7.5,9.857,5.854,4.654,5.979,3.883,6.621,5.379,5.4,5.438,8.65,6.938
07/01/2022 02:00,7.913,5.942,7.392,9.787,5.817,4.633,5.917,3.842,6.571,5.379,5.333,5.483,8.517,6.925
07/01/2022 03:00,7.925,5.85,7.296,9.7,5.804,4.613,5.862,3.813,6.513,5.392,5.275,5.542,8.396,6.912
07/01/2022 04:00,7.925,5.717,7.067,9.591,5.792,4.592,5.821,3.762,6.379,5.396,5.196,5.563,8.283,6.746
07/01/2022 05:00,7.867,5.608,7.05,9.4,5.792,4.571,5.792,3.721,6.179,5.35,5.054,5.571,8.117,6.458
07/01/2022 06:00,7.846,5.458,6.933,9.148,5.829,4.538,5.848,3.675,5.929,5.35,4.958,5.579,7.938,6.413
07/01/2022 07:00,7.813,5.404,6.833,8.783,5.842,4.5,5.804,3.613,5.75,5.358,4.892,5.608,7.692,6.188
07/01/2022 08:00,7.8,5.354,6.792,8.583,5.829,4.454,5.73,3.55,5.625,5.333,4.829,5.613,7.458,6.004
07/01/2022 09:00,7.713,5.229,6.742,8.422,5.779,4.383,5.682,3.512,5.413,5.358,4.729,5.583,7.263,5.908
07/01/2022 10:00,7.583,5.033,6.737,8.287,5.7,4.225,5.486,3.492,5.038,5.425,4.575,5.521,6.917,5.796
07/01/2022 11:00,7.242,4.858,6.829,8.152,5.733,4.129,5.232,3.508,4.688,5.404,4.358,5.379,6.746,5.729
07/01/2022 12:00,7.046,4.708,6.95,8.03,5.817,4.075,5.045,3.563,4.417,5.425,4.113,5.213,6.588,5.746
07/01/2022 13:00,6.654,4.567,7.008,7.967,5.854,4.042,4.864,3.617,4.246,5.442,3.925,4.508,6.475,5.65
07/01/2022 14:00,6.388,4.475,6.937,7.9,5.888,4.033,4.718,3.658,4.113,5.504,3.813,4.038,6.388,5.688
07/01/2022 15:00,6.217,4.379,7.087,7.829,5.833,4.008,4.623,3.712,3.946,5.458,3.733,3.883,6.321,5.854
07/01/2022 16:00,6.117,4.3,7.292,7.767,5.842,3.962,4.523,3.737,3.842,5.404,3.458,3.783,6.242,6.137
07/01/2022 17:00,6.025,4.221,7.579,7.717,5.838,3.854,4.427,3.658,3.65,5.375,3.463,3.696,6.146,6.504
07/01/2022 18:00,5.763,4.158,7.758,7.633,5.883,3.663,4.395,3.583,3.625,5.408,3.6,3.608,5.942,7.004
07/01/2022 19:00,5.583,4.117,7.662,7.421,5.921,3.546,4.364,3.325,3.725,5.483,3.583,3.483,5.721,7.533
07/01/2022 20:00,5.346,4.146,7.537,7.287,5.842,3.45,4.295,3.333,3.638,5.492,3.504,3.396,5.675,7.837
07/01/2022 21:00,4.633,4.146,7.5,7.087,5.779,3.367,4.227,3.321,3.558,5.575,3.45,3.283,5.529,7.962
07/01/2022 22:00,4.379,4.071,7.458,7.046,5.792,3.3,4.168,3.321,3.463,5.717,3.388,3.179,5.413,8.1
07/01/2022 23:00,4.233,4.021,7.375,7.017,5.833,3.246,4.064,3.308,3.388,5.742,3.358,3.1,5.308,8.162
08/01/2022 00:00,3.742,3.95,7.292,6.975,5.908,3.208,3.955,3.304,3.308,5.738,3.338,3.017,5.217,8.229
08/01/2022 01:00,3.288,3.892,7.221,6.913,6.004,3.192,3.918,3.313,3.246,5.767,3.313,2.967,5.167,8.433
08/01/2022 02:00,3.229,3.871,7.175,6.913,6.088,3.187,3.914,3.326,3.225,5.771,3.304,2.9,5.146,8.658
08/01/2022 03:00,3.192,3.863,7.158,6.913,6.158,3.187,3.891,3.348,3.208,5.788,3.292,2.825,5.129,8.758
08/01/2022 04:00,3.167,3.858,7.162,6.904,6.179,3.192,3.877,3.387,3.192,5.792,3.292,2.792,5.125,8.808
08/01/2022 05:00,3.175,3.863,7.021,6.896,6.167,3.196,3.868,3.43,3.171,5.754,3.296,2.792,5.133,8.862
08/01/2022 06:00,3.154,3.879,6.987,6.892,6.121,3.196,3.861,3.474,3.171,5.683,3.3,2.792,5.142,8.937
08/01/2022 07:00,3.117,3.842,6.9,6.896,6.075,3.208,3.861,3.509,3.175,5.658,3.304,2.763,5.138,9.012
08/01/2022 08:00,3.071,3.783,6.771,6.9,6.038,3.217,3.861,3.559,3.171,5.617,3.308,2.754,5.121,9.079
08/01/2022 09:00,3.096,3.742,6.675,6.908,6.017,3.233,3.875,3.591,3.171,5.6,3.321,2.763,5.113,9.158
08/01/2022 10:00,3.133,3.75,6.5,6.929,6.113,3.25,3.887,3.645,3.183,5.575,3.354,2.8,5.142,9.267
08/01/2022 11:00,3.275,3.787,6.237,6.975,6.442,3.3,3.933,3.659,3.2,5.604,3.425,2.9,5.242,9.367
08/01/2022 12:00,3.479,3.829,6.029,7.054,7.058,3.446,3.987,3.627,3.233,5.646,3.496,2.996,5.463,9.362
08/01/2022 13:00,3.621,3.896,5.929,7.367,7.562,3.667,4.05,3.618,3.288,5.675,3.571,3.117,5.65,9.312
08/01/2022 14:00,3.675,3.933,5.825,7.846,7.975,3.75,4.117,3.614,3.35,5.621,3.833,3.208,5.7,9.237
08/01/2022 15:00,3.712,3.946,5.487,8.012,8.35,3.867,4.179,3.582,3.433,5.513,4.933,3.262,5.733,9.063
08/01/2022 16:00,3.754,3.937,5.167,8.1,8.558,3.971,4.212,3.555,3.975,5.517,6.246,3.3,5.729,8.833
08/01/2022 17:00,3.913,4.029,4.854,8.158,8.942,4.046,4.237,3.527,4.513,5.508,6.287,3.329,5.804,9.283
08/01/2022 18:00,3.963,4.346,4.758,8.254,8.992,4.096,4.271,3.509,4.563,5.538,6.187,3.346,6.029,9.154
08/01/2022 19:00,4,4.679,4.804,8.367,9.004,4.125,4.296,3.5,4.438,5.517,6.183,3.367,6.288,8.667
08/01/2022 20:00,4.042,4.812,4.854,8.454,9.067,4.142,4.312,3.459,4.429,5.483,6.204,3.383,6.446,8.371
08/01/2022 21:00,4.058,4.821,4.883,8.488,9.096,4.163,4.321,3.436,4.446,5.358,6.221,3.4,6.488,8.263
08/01/2022 22:00,4.083,4.837,4.896,8.475,9.096,4.175,4.317,3.427,4.467,5.183,6.229,3.408,6.5,8.125
08/01/2022 23:00,4.104,4.862,4.912,8.471,9.046,4.213,4.335,3.423,4.508,5.112,6.237,3.412,6.5,8.042
09/01/2022 00:00,4.129,4.883,4.933,8.458,8.971,4.246,4.383,3.438,4.542,5.067,6.242,3.421,6.517,7.933
09/01/2022 01:00,4.154,4.908,4.996,8.471,8.875,4.246,4.443,3.438,4.563,5.058,6.246,3.429,6.538,7.7
09/01/2022 02:00,4.183,4.942,5.104,8.475,8.787,4.238,4.487,3.433,4.592,5.075,6.246,3.433,6.571,7.454
09/01/2022 03:00,4.192,4.983,5.233,8.488,8.717,4.229,4.522,3.419,4.604,5.092,6.242,3.429,6.6,7.317
09/01/2022 04:00,4.192,5.012,5.408,8.508,8.717,4.221,4.548,3.4,4.642,5.146,6.242,3.425,6.621,7.246
09/01/2022 06:00,4.2,5.054,5.904,8.558,8.762,4.213,4.609,3.36,4.692,5.308,6.262,3.404,6.646,7.117
09/01/2022 07:00,4.204,5.075,6.479,8.575,8.817,4.196,4.632,3.348,4.737,5.396,6.275,3.4,6.683,7.071
09/01/2022 08:00,4.196,5.104,7.042,8.6,8.854,4.188,4.664,3.319,4.771,5.596,6.283,3.392,6.733,7.025
09/01/2022 09:00,4.179,5.133,7.45,8.708,8.921,4.2,4.686,3.295,4.817,5.808,6.3,3.383,6.804,6.967
09/01/2022 10:00,4.187,5.162,8.025,8.9,8.917,4.325,4.724,3.238,4.892,6.037,6.342,3.542,6.988,7.013
09/01/2022 11:00,4.622,5.204,8.575,9.221,8.712,4.863,4.79,3.19,5.125,6.192,6.404,3.875,7.125,7.192
09/01/2022 12:00,4.713,5.317,8.929,9.513,8.533,5.217,4.862,3.152,5.371,6.437,6.487,4.375,7.129,7.308
09/01/2022 13:00,4.8,5.4,9.183,9.496,8.363,5.204,4.924,3.105,5.6,6.608,6.562,4.525,7.129,7.383
09/01/2022 14:00,4.922,5.475,9.358,9.25,8.308,5.271,4.976,3.057,5.75,6.754,6.825,4.646,7.221,7.442
09/01/2022 15:00,5.039,5.558,9.517,9.279,8.067,5.25,4.971,3.035,5.821,6.871,6.1,4.754,7.313,7.471
09/01/2022 16:00,5.091,5.604,9.696,9.017,7.983,5.221,4.948,2.985,5.342,6.962,4.9,4.842,7.346,7.4
09/01/2022 17:00,5.1,5.517,9.796,9.035,7.725,5.179,4.919,2.935,4.829,6.967,4.779,4.892,7.296,6.571
09/01/2022 18:00,5.348,5.2,9.717,9.023,7.758,5.142,4.862,2.905,4.792,6.896,4.725,4.987,7.075,6.196
